"Link_id";"Link_Direction";"Timestamp";"Speed";"UniqueEntries"
"14158533";"1";"2025-02-11 10:30:00.000";"42";"1"
"14158682";"1";"2025-02-11 10:15:00.000";"23";"1"
"14158740";"1";"2025-02-11 11:15:00.000";"17";"2"
"14159505";"1";"2025-02-11 10:45:00.000";"22";"1"
"14159652";"1";"2025-02-11 11:15:00.000";"33";"1"
"14159652";"2";"2025-02-11 10:15:00.000";"19";"1"
"14159709";"1";"2025-02-11 11:15:00.000";"22";"3"
"14159730";"1";"2025-02-11 11:00:00.000";"20";"1"
"14159730";"2";"2025-02-11 11:00:00.000";"22";"1"
"14159818";"1";"2025-02-11 11:15:00.000";"28";"2"
"14159918";"1";"2025-02-11 10:45:00.000";"14";"1"
"14159984";"1";"2025-02-11 10:30:00.000";"17";"1"
"14163308";"2";"2025-02-10 16:30:00.000";"28";"1"
"14172794";"1";"2025-02-11 11:15:00.000";"94";"3"
"14172997";"1";"2025-02-11 11:15:00.000";"52";"1"
"14172997";"2";"2025-02-11 10:45:00.000";"55";"1"
"14173176";"1";"2025-02-11 05:45:00.000";"34";"1"
"14174158";"1";"2025-02-11 10:00:00.000";"38";"1"
"14248856";"1";"2025-02-10 19:15:00.000";"95";"1"
"14248939";"1";"2025-02-10 19:15:00.000";"85";"1"
"14249003";"1";"2025-02-11 07:45:00.000";"98";"1"
"14250441";"1";"2025-02-11 10:15:00.000";"67";"1"
"14250470";"1";"2025-02-11 09:30:00.000";"47";"1"
"14250485";"1";"2025-02-11 11:15:00.000";"24";"2"
"14250490";"1";"2025-02-11 10:30:00.000";"54";"1"
"14250729";"1";"2025-02-11 10:00:00.000";"45";"1"
"14250729";"2";"2025-02-10 13:45:00.000";"40";"1"
"14250889";"1";"2025-02-11 07:00:00.000";"34";"1"
"14251287";"1";"2025-02-11 11:15:00.000";"98";"4"
"14251378";"1";"2025-02-11 11:15:00.000";"41";"5"
"14251486";"1";"2025-02-11 09:30:00.000";"20";"1"
"14251667";"1";"2025-02-11 11:15:00.000";"56";"1"
"14251756";"1";"2025-02-11 11:15:00.000";"44";"2"
"14251908";"1";"2025-02-11 10:30:00.000";"64";"1"
"14251968";"1";"2025-02-11 11:15:00.000";"52";"3"
"14252079";"1";"2025-02-11 11:00:00.000";"27";"1"
"14252175";"1";"2025-02-11 11:15:00.000";"14";"2"
"14290764";"1";"2025-02-11 10:45:00.000";"44";"1"
"14290764";"2";"2025-02-11 10:45:00.000";"41";"1"
"14290926";"1";"2025-02-11 11:15:00.000";"41";"3"
"14290961";"1";"2025-02-11 11:15:00.000";"1";"1"
"14291050";"1";"2025-02-11 11:15:00.000";"17";"2"
"14291173";"1";"2025-02-11 11:00:00.000";"16";"1"
"14291356";"1";"2025-02-11 11:15:00.000";"19";"3"
"14292307";"1";"2025-02-11 11:15:00.000";"38";"1"
"14292503";"1";"2025-02-11 09:15:00.000";"30";"1"
"14292503";"2";"2025-02-11 11:00:00.000";"27";"1"
"14293073";"1";"2025-02-11 10:00:00.000";"22";"1"
"14293073";"2";"2025-02-11 01:30:00.000";"23";"1"
"14293311";"1";"2025-02-11 11:15:00.000";"19";"1"
"14293311";"2";"2025-02-11 11:00:00.000";"27";"1"
"14293732";"1";"2025-02-11 00:15:00.000";"19";"1"
"14293732";"2";"2025-02-11 10:00:00.000";"29";"1"
"14293829";"1";"2025-02-11 11:15:00.000";"21";"2"
"14294151";"1";"2025-02-11 11:15:00.000";"30";"1"
"14294384";"1";"2025-02-11 11:15:00.000";"30";"1"
"14295633";"1";"2025-02-11 11:15:00.000";"9";"3"
"14296060";"1";"2025-02-11 10:45:00.000";"18";"1"
"14296129";"1";"2025-02-11 10:45:00.000";"24";"1"
"14296206";"1";"2025-02-11 11:15:00.000";"11";"4"
"14296674";"1";"2025-02-11 11:15:00.000";"17";"2"
"14298307";"1";"2025-02-11 11:15:00.000";"34";"1"
"14298350";"1";"2025-02-11 10:45:00.000";"70";"1"
"14298631";"1";"2025-02-11 11:15:00.000";"33";"1"
"14298631";"2";"2025-02-11 11:15:00.000";"26";"1"
"14299546";"1";"2025-02-11 11:15:00.000";"31";"2"
"14299650";"1";"2025-02-11 11:15:00.000";"42";"2"
"14299694";"1";"2025-02-11 11:15:00.000";"44";"5"
"14299750";"1";"2025-02-11 11:15:00.000";"58";"2"
"14300100";"1";"2025-02-11 09:15:00.000";"25";"1"
"14300353";"2";"2025-02-11 08:00:00.000";"18";"1"
"14300453";"1";"2025-02-11 11:15:00.000";"23";"1"
"14300516";"1";"2025-02-11 11:15:00.000";"15";"2"
"14300592";"1";"2025-02-11 11:15:00.000";"33";"1"
"14300991";"1";"2025-02-11 09:30:00.000";"28";"1"
"14301106";"1";"2025-02-11 10:30:00.000";"24";"1"
"14301500";"1";"2025-02-10 17:45:00.000";"28";"1"
"14301548";"1";"2025-02-11 11:15:00.000";"16";"2"
"14301626";"1";"2025-02-11 11:15:00.000";"23";"1"
"14301667";"2";"2025-02-11 11:00:00.000";"28";"1"
"14301746";"1";"2025-02-11 11:15:00.000";"30";"1"
"14301805";"1";"2025-02-11 10:45:00.000";"21";"1"
"14301857";"1";"2025-02-11 10:45:00.000";"13";"1"
"14302072";"1";"2025-02-10 17:00:00.000";"21";"1"
"14302121";"1";"2025-02-11 11:15:00.000";"18";"2"
"14302366";"1";"2025-02-11 10:30:00.000";"24";"1"
"14302366";"2";"2025-02-11 10:15:00.000";"26";"1"
"14302441";"1";"2025-02-11 11:00:00.000";"28";"1"
"14302490";"1";"2025-02-11 11:15:00.000";"21";"1"
"14313197";"1";"2025-02-11 11:00:00.000";"80";"1"
"14313206";"1";"2025-02-11 10:45:00.000";"74";"1"
"14315859";"1";"2025-02-10 23:15:00.000";"40";"1"
"14315859";"2";"2025-02-11 09:45:00.000";"30";"1"
"14316004";"1";"2025-02-10 16:00:00.000";"16";"1"
"14316448";"2";"2025-02-10 12:45:00.000";"30";"1"
"14324217";"1";"2025-02-11 11:00:00.000";"87";"1"
"14324654";"2";"2025-02-10 19:00:00.000";"39";"1"
"14325207";"1";"2025-02-11 11:00:00.000";"50";"1"
"14325233";"1";"2025-02-10 21:30:00.000";"77";"1"
"14337884";"1";"2025-02-11 03:30:00.000";"43";"1"
"14337884";"2";"2025-02-10 20:30:00.000";"50";"1"
"14338255";"1";"2025-02-11 11:15:00.000";"73";"2"
"14338944";"1";"2025-02-11 08:45:00.000";"41";"1"
"14338944";"2";"2025-02-10 11:45:00.000";"33";"1"
"14339129";"2";"2025-02-10 21:30:00.000";"25";"1"
"14339139";"1";"2025-02-11 11:00:00.000";"42";"1"
"14339139";"2";"2025-02-11 10:45:00.000";"43";"1"
"14339147";"1";"2025-02-11 11:00:00.000";"80";"1"
"14339182";"1";"2025-02-11 11:15:00.000";"65";"2"
"14339401";"1";"2025-02-11 11:00:00.000";"67";"1"
"14339410";"1";"2025-02-11 11:15:00.000";"24";"1"
"14339433";"1";"2025-02-11 11:15:00.000";"43";"3"
"14339485";"1";"2025-02-11 11:15:00.000";"72";"6"
"14339502";"1";"2025-02-11 11:15:00.000";"63";"3"
"14339504";"1";"2025-02-11 11:15:00.000";"57";"4"
"14339512";"1";"2025-02-11 11:15:00.000";"79";"6"
"14339661";"1";"2025-02-11 11:15:00.000";"66";"6"
"14341801";"1";"2025-02-10 18:00:00.000";"52";"1"
"14341853";"1";"2025-02-10 23:15:00.000";"148";"1"
"14341855";"1";"2025-02-11 07:45:00.000";"75";"1"
"14341870";"1";"2025-02-11 07:45:00.000";"47";"1"
"14341925";"1";"2025-02-10 23:15:00.000";"151";"1"
"14342395";"1";"2025-02-11 09:45:00.000";"94";"1"
"14342396";"1";"2025-02-11 10:45:00.000";"87";"1"
"14342606";"1";"2025-02-11 11:00:00.000";"69";"1"
"14342611";"1";"2025-02-10 23:15:00.000";"59";"1"
"14342645";"1";"2025-02-11 11:00:00.000";"92";"1"
"14342655";"1";"2025-02-11 10:00:00.000";"119";"1"
"14342656";"1";"2025-02-11 02:15:00.000";"101";"1"
"14342690";"1";"2025-02-11 02:15:00.000";"106";"1"
"14342709";"1";"2025-02-11 10:00:00.000";"120";"1"
"14342740";"1";"2025-02-11 08:15:00.000";"111";"1"
"14342770";"1";"2025-02-11 10:30:00.000";"105";"1"
"14342775";"1";"2025-02-11 10:45:00.000";"108";"1"
"14342787";"1";"2025-02-10 23:15:00.000";"89";"1"
"14342900";"1";"2025-02-11 10:45:00.000";"91";"1"
"14342952";"1";"2025-02-11 10:45:00.000";"83";"1"
"14342990";"1";"2025-02-10 16:15:00.000";"79";"1"
"14378472";"1";"2025-02-11 11:15:00.000";"35";"1"
"14378477";"1";"2025-02-10 14:00:00.000";"30";"1"
"14378651";"1";"2025-02-11 11:00:00.000";"76";"1"
"14378652";"2";"2025-02-11 11:15:00.000";"72";"3"
"14406488";"1";"2025-02-11 07:15:00.000";"40";"1"
"14406488";"2";"2025-02-11 09:00:00.000";"38";"1"
"14406656";"2";"2025-02-11 11:00:00.000";"56";"1"
"14406665";"2";"2025-02-11 11:00:00.000";"54";"1"
"14406949";"1";"2025-02-10 23:15:00.000";"94";"1"
"14407394";"1";"2025-02-11 11:00:00.000";"70";"1"
"14407399";"1";"2025-02-11 08:30:00.000";"38";"1"
"14407436";"1";"2025-02-11 11:00:00.000";"73";"1"
"14407439";"1";"2025-02-11 11:15:00.000";"93";"2"
"14407750";"1";"2025-02-11 11:15:00.000";"92";"1"
"14407960";"1";"2025-02-11 11:15:00.000";"131";"1"
"14407999";"1";"2025-02-10 19:15:00.000";"78";"1"
"14408007";"1";"2025-02-11 11:15:00.000";"102";"1"
"14408441";"1";"2025-02-11 11:15:00.000";"105";"2"
"14408446";"1";"2025-02-11 07:15:00.000";"55";"1"
"14408489";"1";"2025-02-11 06:45:00.000";"78";"1"
"14408494";"1";"2025-02-11 08:30:00.000";"111";"1"
"14408727";"1";"2025-02-11 11:15:00.000";"107";"1"
"14408838";"1";"2025-02-11 11:15:00.000";"60";"1"
"14409138";"1";"2025-02-11 11:15:00.000";"87";"1"
"14409299";"1";"2025-02-10 15:45:00.000";"125";"1"
"14409309";"1";"2025-02-11 08:45:00.000";"59";"1"
"14409319";"1";"2025-02-11 08:45:00.000";"102";"1"
"14409396";"1";"2025-02-11 05:30:00.000";"105";"1"
"14409430";"1";"2025-02-10 11:45:00.000";"108";"1"
"14409438";"1";"2025-02-10 15:45:00.000";"121";"1"
"14409597";"1";"2025-02-10 11:45:00.000";"108";"1"
"14409606";"1";"2025-02-10 18:30:00.000";"156";"1"
"14410061";"1";"2025-02-10 18:15:00.000";"137";"1"
"14410063";"1";"2025-02-10 18:30:00.000";"124";"1"
"14410072";"1";"2025-02-10 15:45:00.000";"137";"1"
"14410074";"1";"2025-02-10 12:00:00.000";"107";"1"
"14410140";"1";"2025-02-10 18:30:00.000";"125";"1"
"14410143";"1";"2025-02-10 14:15:00.000";"113";"1"
"14410227";"1";"2025-02-10 18:30:00.000";"134";"1"
"14410233";"1";"2025-02-10 18:30:00.000";"125";"1"
"14410312";"1";"2025-02-10 15:45:00.000";"102";"1"
"14410320";"1";"2025-02-11 05:30:00.000";"91";"1"
"14410332";"1";"2025-02-10 18:30:00.000";"126";"1"
"14427904";"2";"2025-02-11 10:00:00.000";"52";"1"
"14427954";"1";"2025-02-11 11:15:00.000";"63";"1"
"14428028";"1";"2025-02-10 11:45:00.000";"107";"1"
"14429918";"1";"2025-02-11 11:15:00.000";"20";"1"
"14437279";"1";"2025-02-11 10:00:00.000";"42";"1"
"14437279";"2";"2025-02-11 11:00:00.000";"42";"1"
"14437322";"1";"2025-02-11 10:30:00.000";"105";"1"
"14437826";"1";"2025-02-11 11:00:00.000";"37";"1"
"14437889";"1";"2025-02-11 11:15:00.000";"68";"2"
"14437894";"1";"2025-02-11 08:45:00.000";"47";"1"
"14437901";"1";"2025-02-11 11:15:00.000";"100";"1"
"14437917";"1";"2025-02-11 11:15:00.000";"75";"5"
"14437962";"1";"2025-02-11 11:15:00.000";"31";"1"
"14437967";"1";"2025-02-11 11:15:00.000";"69";"6"
"14437981";"1";"2025-02-11 10:30:00.000";"36";"1"
"14438000";"1";"2025-02-11 11:15:00.000";"61";"2"
"14438058";"1";"2025-02-11 11:15:00.000";"68";"8"
"14438066";"1";"2025-02-11 11:15:00.000";"79";"6"
"14438096";"1";"2025-02-11 11:00:00.000";"53";"1"
"14438102";"1";"2025-02-11 11:15:00.000";"43";"1"
"14438127";"1";"2025-02-11 10:45:00.000";"43";"1"
"14438184";"1";"2025-02-11 11:15:00.000";"69";"2"
"14438186";"1";"2025-02-11 11:15:00.000";"75";"8"
"14438255";"1";"2025-02-11 11:15:00.000";"52";"1"
"14438352";"1";"2025-02-11 11:15:00.000";"71";"3"
"14438365";"1";"2025-02-11 11:00:00.000";"67";"1"
"14438451";"1";"2025-02-11 11:15:00.000";"85";"1"
"14438452";"1";"2025-02-11 11:15:00.000";"95";"2"
"14516195";"1";"2025-02-11 02:15:00.000";"19";"1"
"14516234";"1";"2025-02-10 19:00:00.000";"24";"1"
"14516234";"2";"2025-02-10 17:15:00.000";"27";"1"
"14516404";"1";"2025-02-11 02:15:00.000";"14";"1"
"14516404";"2";"2025-02-10 15:45:00.000";"11";"1"
"14516814";"2";"2025-02-11 01:15:00.000";"22";"1"
"14516895";"1";"2025-02-11 10:45:00.000";"33";"1"
"14517137";"1";"2025-02-10 22:15:00.000";"21";"1"
"14624676";"1";"2025-02-10 14:45:00.000";"132";"1"
"14738849";"1";"2025-02-10 19:45:00.000";"32";"1"
"14740869";"1";"2025-02-11 09:45:00.000";"47";"1"
"14741229";"1";"2025-02-11 09:45:00.000";"43";"1"
"14743066";"1";"2025-02-11 11:00:00.000";"30";"1"
"14743162";"1";"2025-02-11 09:30:00.000";"34";"1"
"14743222";"1";"2025-02-11 11:00:00.000";"58";"1"
"14743222";"2";"2025-02-11 11:00:00.000";"58";"1"
"14743327";"1";"2025-02-11 08:15:00.000";"72";"1"
"14743327";"2";"2025-02-11 09:30:00.000";"66";"1"
"14750808";"1";"2025-02-11 11:00:00.000";"5";"1"
"14751179";"2";"2025-02-11 08:45:00.000";"46";"1"
"14756023";"1";"2025-02-11 08:45:00.000";"53";"1"
"14756023";"2";"2025-02-10 23:30:00.000";"62";"1"
"14765766";"1";"2025-02-10 15:15:00.000";"117";"1"
"14766768";"2";"2025-02-10 14:00:00.000";"69";"1"
"14773230";"1";"2025-02-11 05:00:00.000";"16";"1"
"14781305";"1";"2025-02-11 11:15:00.000";"35";"8"
"14781932";"1";"2025-02-11 11:15:00.000";"45";"1"
"14782349";"1";"2025-02-11 11:15:00.000";"36";"2"
"14782480";"1";"2025-02-11 09:45:00.000";"16";"1"
"14783001";"1";"2025-02-11 10:45:00.000";"24";"1"
"14783090";"1";"2025-02-11 11:15:00.000";"27";"5"
"14783245";"1";"2025-02-11 10:45:00.000";"21";"1"
"14783561";"1";"2025-02-11 11:15:00.000";"27";"5"
"14784002";"1";"2025-02-11 10:15:00.000";"30";"1"
"14784185";"1";"2025-02-11 11:00:00.000";"20";"2"
"14784363";"1";"2025-02-11 11:15:00.000";"5";"1"
"14785866";"1";"2025-02-11 11:00:00.000";"20";"1"
"14785963";"1";"2025-02-11 11:15:00.000";"32";"1"
"14786207";"1";"2025-02-11 11:15:00.000";"12";"1"
"14786826";"1";"2025-02-10 18:00:00.000";"17";"1"
"14787061";"1";"2025-02-10 14:00:00.000";"11";"1"
"14787343";"1";"2025-02-11 10:30:00.000";"21";"1"
"14791533";"1";"2025-02-10 19:15:00.000";"19";"1"
"14791766";"1";"2025-02-11 11:15:00.000";"52";"3"
"14792921";"1";"2025-02-11 11:15:00.000";"19";"2"
"14794438";"1";"2025-02-11 11:15:00.000";"19";"4"
"14794988";"1";"2025-02-11 11:15:00.000";"32";"3"
"14795503";"1";"2025-02-11 10:30:00.000";"42";"1"
"14795590";"1";"2025-02-11 10:15:00.000";"41";"1"
"14795856";"1";"2025-02-11 10:00:00.000";"39";"1"
"14795856";"2";"2025-02-10 20:15:00.000";"75";"1"
"14796128";"1";"2025-02-11 10:30:00.000";"30";"1"
"14796237";"2";"2025-02-11 10:30:00.000";"12";"1"
"14796768";"1";"2025-02-10 14:15:00.000";"23";"1"
"14798183";"1";"2025-02-11 10:45:00.000";"18";"1"
"14798387";"2";"2025-02-11 07:30:00.000";"28";"1"
"14798438";"2";"2025-02-11 10:30:00.000";"19";"1"
"14798858";"1";"2025-02-11 11:15:00.000";"21";"2"
"14798944";"1";"2025-02-11 11:15:00.000";"26";"1"
"14799032";"1";"2025-02-11 11:15:00.000";"22";"3"
"14799150";"2";"2025-02-11 11:15:00.000";"30";"3"
"14799250";"1";"2025-02-11 10:45:00.000";"14";"1"
"14799416";"1";"2025-02-11 11:15:00.000";"19";"1"
"14799485";"1";"2025-02-11 10:45:00.000";"16";"1"
"14799577";"1";"2025-02-11 11:15:00.000";"10";"1"
"14799706";"1";"2025-02-11 11:15:00.000";"23";"15"
"14799975";"1";"2025-02-11 10:45:00.000";"22";"1"
"14801337";"1";"2025-02-11 11:15:00.000";"35";"2"
"14801337";"2";"2025-02-11 11:15:00.000";"35";"2"
"14801679";"1";"2025-02-11 11:00:00.000";"31";"1"
"14801679";"2";"2025-02-11 11:15:00.000";"36";"1"
"14801834";"1";"2025-02-11 11:00:00.000";"27";"1"
"14801834";"2";"2025-02-11 11:15:00.000";"31";"1"
"14801921";"1";"2025-02-11 11:15:00.000";"18";"1"
"14802356";"1";"2025-02-11 11:15:00.000";"57";"2"
"14802552";"1";"2025-02-11 09:15:00.000";"43";"1"
"14802632";"1";"2025-02-11 11:15:00.000";"58";"1"
"14802803";"1";"2025-02-11 11:00:00.000";"54";"1"
"14803517";"2";"2025-02-11 09:45:00.000";"13";"1"
"14803551";"1";"2025-02-11 10:45:00.000";"19";"1"
"14803623";"1";"2025-02-11 11:15:00.000";"23";"1"
"14803773";"1";"2025-02-11 11:00:00.000";"24";"1"
"14804056";"1";"2025-02-11 06:30:00.000";"23";"1"
"14804104";"1";"2025-02-11 11:15:00.000";"15";"2"
"14804195";"1";"2025-02-10 16:30:00.000";"29";"1"
"14804195";"2";"2025-02-11 10:30:00.000";"27";"1"
"14804282";"1";"2025-02-11 10:45:00.000";"13";"1"
"14804466";"1";"2025-02-11 11:15:00.000";"15";"1"
"14804686";"1";"2025-02-11 11:15:00.000";"31";"2"
"14804686";"2";"2025-02-11 11:15:00.000";"27";"2"
"14804971";"1";"2025-02-11 11:00:00.000";"26";"1"
"14804971";"2";"2025-02-11 11:15:00.000";"18";"1"
"14805069";"1";"2025-02-11 11:15:00.000";"30";"2"
"14805240";"1";"2025-02-11 09:45:00.000";"20";"1"
"14805458";"1";"2025-02-11 11:15:00.000";"19";"6"
"14805500";"1";"2025-02-11 11:15:00.000";"15";"1"
"14805644";"1";"2025-02-11 11:15:00.000";"19";"2"
"14805958";"1";"2025-02-11 09:00:00.000";"25";"1"
"14806195";"1";"2025-02-11 09:45:00.000";"21";"1"
"14806250";"1";"2025-02-11 09:45:00.000";"25";"1"
"14806283";"1";"2025-02-11 11:15:00.000";"7";"2"
"14814626";"1";"2025-02-11 09:15:00.000";"49";"1"
"14815620";"1";"2025-02-11 02:00:00.000";"21";"1"
"14815705";"1";"2025-02-10 19:30:00.000";"22";"1"
"14815809";"1";"2025-02-10 19:30:00.000";"19";"1"
"14815897";"1";"2025-02-11 08:00:00.000";"15";"1"
"14815990";"1";"2025-02-10 15:45:00.000";"26";"1"
"14816261";"1";"2025-02-10 14:00:00.000";"44";"1"
"14816689";"1";"2025-02-10 15:45:00.000";"23";"1"
"14816718";"1";"2025-02-11 01:45:00.000";"38";"1"
"14818596";"2";"2025-02-10 14:30:00.000";"43";"1"
"14819259";"1";"2025-02-11 08:00:00.000";"33";"1"
"14819259";"2";"2025-02-11 04:45:00.000";"10";"1"
"14819329";"1";"2025-02-11 11:00:00.000";"37";"1"
"14819576";"1";"2025-02-11 06:30:00.000";"21";"1"
"14819659";"1";"2025-02-10 16:30:00.000";"22";"1"
"14819895";"1";"2025-02-10 11:15:00.000";"36";"1"
"14819895";"2";"2025-02-10 14:15:00.000";"27";"1"
"14820026";"1";"2025-02-10 14:45:00.000";"69";"1"
"14820026";"2";"2025-02-10 14:00:00.000";"40";"1"
"14820105";"1";"2025-02-11 11:00:00.000";"25";"1"
"14820105";"2";"2025-02-11 09:45:00.000";"27";"1"
"14820351";"1";"2025-02-11 11:15:00.000";"41";"1"
"14820451";"1";"2025-02-10 14:45:00.000";"32";"1"
"14820451";"2";"2025-02-11 06:45:00.000";"20";"1"
"14820840";"2";"2025-02-10 14:45:00.000";"60";"1"
"14821342";"1";"2025-02-10 13:45:00.000";"28";"1"
"14821682";"1";"2025-02-11 10:15:00.000";"29";"1"
"14821837";"2";"2025-02-10 14:00:00.000";"22";"1"
"14822144";"2";"2025-02-11 11:15:00.000";"32";"1"
"14822192";"1";"2025-02-10 14:30:00.000";"12";"1"
"14822336";"2";"2025-02-11 09:15:00.000";"26";"1"
"14822504";"2";"2025-02-11 07:00:00.000";"21";"1"
"14822628";"2";"2025-02-10 17:45:00.000";"24";"1"
"14822863";"1";"2025-02-10 14:30:00.000";"37";"1"
"14823812";"1";"2025-02-11 08:00:00.000";"28";"1"
"14873155";"1";"2025-02-11 08:30:00.000";"22";"1"
"14874346";"1";"2025-02-11 10:30:00.000";"21";"1"
"14874482";"1";"2025-02-11 10:00:00.000";"14";"1"
"14874863";"1";"2025-02-11 10:45:00.000";"15";"1"
"14874946";"1";"2025-02-11 11:15:00.000";"32";"1"
"14885583";"2";"2025-02-11 11:15:00.000";"4";"1"
"14885658";"1";"2025-02-11 10:45:00.000";"18";"1"
"14886063";"1";"2025-02-11 10:45:00.000";"18";"1"
"14886090";"1";"2025-02-11 11:00:00.000";"15";"1"
"14886131";"2";"2025-02-11 09:00:00.000";"44";"1"
"14886372";"1";"2025-02-11 11:15:00.000";"28";"1"
"14886450";"1";"2025-02-11 11:00:00.000";"17";"1"
"14886517";"1";"2025-02-11 11:15:00.000";"11";"4"
"14886589";"1";"2025-02-11 09:45:00.000";"22";"1"
"14886643";"1";"2025-02-11 10:45:00.000";"23";"1"
"14886676";"1";"2025-02-11 11:00:00.000";"29";"1"
"14886850";"1";"2025-02-11 11:15:00.000";"29";"2"
"14886877";"2";"2025-02-11 11:00:00.000";"18";"1"
"14886931";"1";"2025-02-11 11:15:00.000";"25";"3"
"14886998";"1";"2025-02-11 10:45:00.000";"22";"1"
"14886998";"2";"2025-02-11 08:30:00.000";"12";"1"
"14887029";"2";"2025-02-11 11:15:00.000";"6";"4"
"14887079";"1";"2025-02-10 20:30:00.000";"16";"1"
"14887157";"1";"2025-02-11 10:45:00.000";"25";"1"
"14887217";"1";"2025-02-11 11:15:00.000";"8";"1"
"14887276";"1";"2025-02-11 11:15:00.000";"24";"1"
